Elapsed Time,EMG1,EMG2,EMG3,BioRadio Event,
00:00:00,0.0002288818359375,-0.00310134887695313,0.00566482543945313,0,
00:00:00.004,0.0002288818359375,-0.00308990478515625,0.00566482543945313,0,
00:00:00.008,0.000234603881835938,-0.00307273864746094,0.00565910339355469,0,
00:00:00.012,0.000234603881835938,-0.0030670166015625,0.00566482543945313,0,
00:00:00.016,0.000234603881835938,-0.0030670166015625,0.00567054748535156,0,
00:00:00.02,0.0002288818359375,-0.00307846069335938,0.00567054748535156,0,
00:00:00.024,0.000234603881835938,-0.00308418273925781,0.00566482543945313,0,
00:00:00.028,0.0002288818359375,-0.00308990478515625,0.00566482543945313,0,
00:00:00.032,0.0002288818359375,-0.00309562683105469,0.00567054748535156,0,
00:00:00.036,0.0002288818359375,-0.00309562683105469,0.00567054748535156,0,
00:00:00.04,0.0002288818359375,-0.00309562683105469,0.00567054748535156,0,
00:00:00.044,0.0002288818359375,-0.00310134887695313,0.00566482543945313,0,
00:00:00.048,0.0002288818359375,-0.00309562683105469,0.00566482543945313,0,
00:00:00.052,0.0002288818359375,-0.00308418273925781,0.00567054748535156,0,
00:00:00.056,0.0002288818359375,-0.00308990478515625,0.00567626953125,0,
00:00:00.06,0.000234603881835938,-0.00308418273925781,0.00567626953125,0,
00:00:00.064,0.000234603881835938,-0.0030670166015625,0.00567054748535156,0,
00:00:00.068,0.0002288818359375,-0.00307273864746094,0.00566482543945313,0,
00:00:00.072,0.0002288818359375,-0.00307273864746094,0.00567054748535156,0,
00:00:00.076,0.0002288818359375,-0.00307273864746094,0.00567626953125,0,
00:00:00.08,0.0002288818359375,-0.00307273864746094,0.00567054748535156,0,
00:00:00.084,0.0002288818359375,-0.00308418273925781,0.00567054748535156,0,
00:00:00.088,0.0002288818359375,-0.00308990478515625,0.00567054748535156,0,
00:00:00.092,0.0002288818359375,-0.00308418273925781,0.00567054748535156,0,
00:00:00.096,0.000234603881835938,-0.00307846069335938,0.00567626953125,0,
00:00:00.1,0.0002288818359375,-0.00307846069335938,0.00567626953125,0,
00:00:00.104,0.0002288818359375,-0.00307273864746094,0.00567054748535156,0,
00:00:00.108,0.0002288818359375,-0.00308418273925781,0.00567054748535156,0,
00:00:00.112,0.0002288818359375,-0.00309562683105469,0.00567054748535156,0,
00:00:00.116,0.0002288818359375,-0.00309562683105469,0.00567626953125,0,
00:00:00.12,0.0002288818359375,-0.00308990478515625,0.00567626953125,0,
00:00:00.124,0.0002288818359375,-0.00308990478515625,0.00567054748535156,0,
00:00:00.128,0.0002288818359375,-0.00308990478515625,0.00567054748535156,0,
00:00:00.132,0.000234603881835938,-0.00307846069335938,0.00567054748535156,0,
00:00:00.136,0.000234603881835938,-0.00307273864746094,0.00567626953125,0,
00:00:00.14,0.0002288818359375,-0.00307846069335938,0.00567054748535156,0,
00:00:00.144,0.0002288818359375,-0.00308418273925781,0.00567054748535156,0,
00:00:00.148,0.000234603881835938,-0.00308990478515625,0.00566482543945313,0,
00:00:00.152,0.000234603881835938,-0.00309562683105469,0.00567054748535156,0,
00:00:00.156,0.0002288818359375,-0.00307846069335938,0.00567054748535156,0,
00:00:00.16,0.0002288818359375,-0.0030670166015625,0.00567054748535156,0,
00:00:00.164,0.000234603881835938,-0.0030670166015625,0.00567054748535156,0,
00:00:00.168,0.000234603881835938,-0.00307846069335938,0.00566482543945313,0,
00:00:00.172,0.0002288818359375,-0.00308990478515625,0.00567054748535156,0,
00:00:00.176,0.000234603881835938,-0.00308418273925781,0.00567626953125,0,
00:00:00.18,0.0002288818359375,-0.00308418273925781,0.00567054748535156,0,
00:00:00.184,0.0002288818359375,-0.00308418273925781,0.00567054748535156,0,
00:00:00.188,0.0002288818359375,-0.00308418273925781,0.00566482543945313,0,
00:00:00.192,0.0002288818359375,-0.00308990478515625,0.00567054748535156,0,
00:00:00.196,0.0002288818359375,-0.00308418273925781,0.00567626953125,0,
00:00:00.2,0.0002288818359375,-0.00308418273925781,0.00567626953125,0,
00:00:00.204,0.000234603881835938,-0.00308418273925781,0.00567054748535156,0,
00:00:00.208,0.000234603881835938,-0.00308418273925781,0.00567054748535156,0,
00:00:00.212,0.0002288818359375,-0.00308418273925781,0.00567626953125,0,
00:00:00.216,0.000234603881835938,-0.00308418273925781,0.00567626953125,0,
00:00:00.22,0.000234603881835938,-0.00307846069335938,0.00567626953125,0,
00:00:00.224,0.000234603881835938,-0.0030670166015625,0.00567626953125,0,
00:00:00.228,0.000234603881835938,-0.00307273864746094,0.00567626953125,0,
00:00:00.232,0.000234603881835938,-0.00308990478515625,0.00567626953125,0,
00:00:00.236,0.0002288818359375,-0.00308990478515625,0.00568199157714844,0,
00:00:00.24,0.000234603881835938,-0.00307273864746094,0.00568199157714844,0,
00:00:00.244,0.000234603881835938,-0.0030670166015625,0.00568199157714844,0,
00:00:00.248,0.000234603881835938,-0.00307273864746094,0.00568199157714844,0,
00:00:00.252,0.000234603881835938,-0.00307846069335938,0.00568771362304688,0,
00:00:00.256,0.000234603881835938,-0.00308418273925781,0.00568771362304688,0,
00:00:00.26,0.000234603881835938,-0.00309562683105469,0.00568771362304688,0,
00:00:00.264,0.000234603881835938,-0.00309562683105469,0.00568199157714844,0,
00:00:00.268,0.000234603881835938,-0.00308990478515625,0.00568199157714844,0,
00:00:00.272,0.000234603881835938,-0.00308418273925781,0.00568771362304688,0,
00:00:00.276,0.000240325927734375,-0.00307846069335938,0.00569343566894531,0,
00:00:00.28,0.000240325927734375,-0.00307273864746094,0.00569343566894531,0,
00:00:00.284,0.000234603881835938,-0.00307273864746094,0.00568771362304688,0,
00:00:00.288,0.000234603881835938,-0.00307846069335938,0.00568771362304688,0,
00:00:00.292,0.000234603881835938,-0.00308418273925781,0.00569343566894531,0,
00:00:00.296,0.000234603881835938,-0.00308990478515625,0.00569343566894531,0,
00:00:00.3,0.000234603881835938,-0.00308990478515625,0.00569343566894531,0,
00:00:00.304,0.000234603881835938,-0.00307846069335938,0.00569343566894531,0,
00:00:00.308,0.000234603881835938,-0.00307273864746094,0.00568771362304688,0,
00:00:00.312,0.000240325927734375,-0.0030670166015625,0.00569343566894531,0,
00:00:00.316,0.000234603881835938,-0.0030670166015625,0.00569915771484375,0,
00:00:00.32,0.000234603881835938,-0.00307273864746094,0.00569343566894531,0,
00:00:00.324,0.000234603881835938,-0.00307846069335938,0.00569343566894531,0,
00:00:00.328,0.000234603881835938,-0.00307846069335938,0.00568771362304688,0,
00:00:00.332,0.000234603881835938,-0.00308418273925781,0.00569343566894531,0,
00:00:00.336,0.000234603881835938,-0.00308990478515625,0.00569343566894531,0,
00:00:00.34,0.0002288818359375,-0.00308990478515625,0.00569915771484375,0,
00:00:00.344,0.000234603881835938,-0.00308418273925781,0.00569343566894531,0,
00:00:00.348,0.000240325927734375,-0.00307846069335938,0.00568771362304688,0,
00:00:00.352,0.000234603881835938,-0.00308418273925781,0.00569343566894531,0,
00:00:00.356,0.000234603881835938,-0.00307846069335938,0.00569343566894531,0,
00:00:00.36,0.000240325927734375,-0.00307273864746094,0.00569343566894531,0,
00:00:00.364,0.000240325927734375,-0.00307846069335938,0.00568771362304688,0,
00:00:00.368,0.000240325927734375,-0.00308418273925781,0.00568771362304688,0,
00:00:00.372,0.000234603881835938,-0.00308990478515625,0.00569343566894531,0,
00:00:00.376,0.000240325927734375,-0.00308418273925781,0.00569915771484375,0,
00:00:00.38,0.000240325927734375,-0.00307846069335938,0.00569343566894531,0,
00:00:00.384,0.000240325927734375,-0.00307273864746094,0.00568771362304688,0,
00:00:00.388,0.000240325927734375,-0.00307846069335938,0.00568771362304688,0,
00:00:00.392,0.000240325927734375,-0.00307846069335938,0.00569343566894531,0,
00:00:00.396,0.000240325927734375,-0.00307273864746094,0.00569915771484375,0,
00:00:00.4,0.000240325927734375,-0.0030670166015625,0.00569915771484375,0,
00:00:00.404,0.000240325927734375,-0.00307273864746094,0.00569343566894531,0,
00:00:00.408,0.000240325927734375,-0.00307273864746094,0.00569343566894531,0,
00:00:00.412,0.000240325927734375,-0.00308418273925781,0.00569343566894531,0,
00:00:00.416,0.000234603881835938,-0.00308418273925781,0.00569915771484375,0,
00:00:00.42,0.000234603881835938,-0.00308418273925781,0.00569343566894531,0,
00:00:00.424,0.000240325927734375,-0.00308418273925781,0.00569343566894531,0,
00:00:00.428,0.000240325927734375,-0.00308418273925781,0.00569343566894531,0,
00:00:00.432,0.000240325927734375,-0.00308418273925781,0.00569343566894531,0,
00:00:00.436,0.000240325927734375,-0.00308418273925781,0.00569915771484375,0,
00:00:00.44,0.000234603881835938,-0.00309562683105469,0.00569915771484375,0,
00:00:00.444,0.000234603881835938,-0.00310134887695313,0.00569915771484375,0,
00:00:00.448,0.000234603881835938,-0.00308990478515625,0.00569915771484375,0,
00:00:00.452,0.000240325927734375,-0.00307846069335938,0.00569915771484375,0,
00:00:00.456,0.000246047973632813,-0.0030670166015625,0.00570487976074219,0,
00:00:00.46,0.000246047973632813,-0.0030670166015625,0.00569915771484375,0,
00:00:00.464,0.000240325927734375,-0.00307846069335938,0.00569915771484375,0,
00:00:00.468,0.000246047973632813,-0.00307273864746094,0.00569343566894531,0,
00:00:00.472,0.000240325927734375,-0.00307273864746094,0.00569915771484375,0,
00:00:00.476,0.000240325927734375,-0.00307273864746094,0.00570487976074219,0,
00:00:00.48,0.000240325927734375,-0.00307846069335938,0.00570487976074219,0,
00:00:00.484,0.000240325927734375,-0.00308418273925781,0.00569915771484375,0,
00:00:00.488,0.000234603881835938,-0.00308990478515625,0.00569915771484375,0,
00:00:00.492,0.000240325927734375,-0.00308418273925781,0.00569915771484375,0,
00:00:00.496,0.000240325927734375,-0.00307846069335938,0.00570487976074219,0,
00:00:00.5,0.000240325927734375,-0.00307846069335938,0.00570487976074219,0,
00:00:00.504,0.000240325927734375,-0.00308418273925781,0.00570487976074219,0,
00:00:00.508,0.000240325927734375,-0.00309562683105469,0.00570487976074219,0,
00:00:00.512,0.000240325927734375,-0.00308990478515625,0.00570487976074219,0,
00:00:00.516,0.000240325927734375,-0.00307846069335938,0.00571060180664063,0,
00:00:00.52,0.000240325927734375,-0.00307846069335938,0.00571060180664063,0,
00:00:00.524,0.000234603881835938,-0.00307273864746094,0.00570487976074219,0,
00:00:00.528,0.000240325927734375,-0.00308418273925781,0.00570487976074219,0,
00:00:00.532,0.000234603881835938,-0.00309562683105469,0.00571060180664063,0,
00:00:00.536,0.000234603881835938,-0.00308990478515625,0.00571060180664063,0,
00:00:00.54,0.000240325927734375,-0.00307846069335938,0.00571060180664063,0,
00:00:00.544,0.000240325927734375,-0.00308418273925781,0.00571060180664063,0,
00:00:00.548,0.000234603881835938,-0.00308418273925781,0.00571060180664063,0,
00:00:00.552,0.000240325927734375,-0.00307846069335938,0.00571060180664063,0,
00:00:00.556,0.000240325927734375,-0.00307273864746094,0.00571632385253906,0,
00:00:00.56,0.000240325927734375,-0.00307846069335938,0.00571632385253906,0,
00:00:00.564,0.000240325927734375,-0.00307273864746094,0.00571060180664063,0,
00:00:00.568,0.000240325927734375,-0.00307273864746094,0.00571060180664063,0,
00:00:00.572,0.000240325927734375,-0.00308418273925781,0.00571060180664063,0,
00:00:00.576,0.000234603881835938,-0.00307846069335938,0.00571632385253906,0,
00:00:00.58,0.000240325927734375,-0.00307846069335938,0.00571632385253906,0,
00:00:00.584,0.000240325927734375,-0.00308418273925781,0.00571060180664063,0,
00:00:00.588,0.000240325927734375,-0.00308418273925781,0.00571060180664063,0,
00:00:00.592,0.000240325927734375,-0.00308418273925781,0.00571060180664063,0,
00:00:00.596,0.000240325927734375,-0.00308990478515625,0.00571632385253906,0,
00:00:00.6,0.000234603881835938,-0.00308418273925781,0.00571632385253906,0,
00:00:00.604,0.000234603881835938,-0.00308418273925781,0.00571060180664063,0,
